basin	model	experiment	variant	year	total_tc	rate_per_year_per_realization
NA	CESM2	ssp245	r10i1p1f1	2079	1247	12.470000
NA	CESM2	ssp245	r10i1p1f1	2080	646	6.460000
NA	CESM2	ssp245	r10i1p1f1	2081	1656	16.560000
NA	CESM2	ssp245	r10i1p1f1	2082	1285	12.850000
NA	CESM2	ssp245	r10i1p1f1	2083	1268	12.680000
NA	CESM2	ssp245	r10i1p1f1	2084	1396	13.960000
NA	CESM2	ssp245	r10i1p1f1	2085	439	4.390000
NA	CESM2	ssp245	r10i1p1f1	2086	960	9.600000
NA	CESM2	ssp245	r10i1p1f1	2087	1195	11.950000
NA	CESM2	ssp245	r10i1p1f1	2088	397	3.970000
NA	CESM2	ssp245	r10i1p1f1	2089	173	1.730000
NA	CESM2	ssp245	r10i1p1f1	2090	1003	10.030000
NA	CESM2	ssp245	r10i1p1f1	2091	884	8.840000
NA	CESM2	ssp245	r10i1p1f1	2092	1243	12.430000
NA	CESM2	ssp245	r10i1p1f1	2093	1571	15.710000
NA	CESM2	ssp245	r10i1p1f1	2094	1105	11.050000
NA	CESM2	ssp245	r10i1p1f1	2095	798	7.980000
NA	CESM2	ssp245	r10i1p1f1	2096	848	8.480000
NA	CESM2	ssp245	r10i1p1f1	2097	817	8.170000
NA	CESM2	ssp245	r10i1p1f1	2098	557	5.570000
NA	CESM2	ssp245	r10i1p1f1	2099	784	7.840000
NA	CESM2	ssp585	r10i1p1f1	2015	1161	11.610000
NA	CESM2	ssp585	r10i1p1f1	2016	1192	11.920000
NA	CESM2	ssp585	r10i1p1f1	2017	1805	18.050000
NA	CESM2	ssp585	r10i1p1f1	2018	774	7.740000
NA	CESM2	ssp585	r10i1p1f1	2019	897	8.970000
NA	CESM2	ssp585	r10i1p1f1	2020	507	5.070000
NA	CESM2	ssp585	r10i1p1f1	2021	927	9.270000
NA	CESM2	ssp585	r10i1p1f1	2022	756	7.560000
NA	CESM2	ssp585	r10i1p1f1	2023	761	7.610000
NA	CESM2	ssp585	r10i1p1f1	2024	1029	10.290000
NA	CESM2	ssp585	r10i1p1f1	2025	1386	13.860000
NA	CESM2	ssp585	r10i1p1f1	2026	1139	11.390000
NA	CESM2	ssp585	r10i1p1f1	2027	1362	13.620000
NA	CESM2	ssp585	r10i1p1f1	2028	1685	16.850000
NA	CESM2	ssp585	r10i1p1f1	2029	1183	11.830000
NA	CESM2	ssp585	r10i1p1f1	2030	1018	10.180000
NA	CESM2	ssp585	r10i1p1f1	2031	781	7.810000
NA	CESM2	ssp585	r10i1p1f1	2032	377	3.770000
NA	CESM2	ssp585	r10i1p1f1	2033	829	8.290000
NA	CESM2	ssp585	r10i1p1f1	2034	1124	11.240000
NA	CESM2	ssp585	r10i1p1f1	2035	1901	19.010000
NA	CESM2	ssp585	r10i1p1f1	2036	1008	10.080000
NA	CESM2	ssp585	r10i1p1f1	2037	1095	10.950000
NA	CESM2	ssp585	r10i1p1f1	2038	980	9.800000
NA	CESM2	ssp585	r10i1p1f1	2039	1000	10.000000
NA	CESM2	ssp585	r10i1p1f1	2040	1068	10.680000
NA	CESM2	ssp585	r10i1p1f1	2041	1330	13.300000
NA	CESM2	ssp585	r10i1p1f1	2042	683	6.830000
NA	CESM2	ssp585	r10i1p1f1	2043	1110	11.100000
NA	CESM2	ssp585	r10i1p1f1	2044	1075	10.750000
NA	CESM2	ssp585	r10i1p1f1	2045	1124	11.240000
NA	CESM2	ssp585	r10i1p1f1	2046	651	6.510000
NA	CESM2	ssp585	r10i1p1f1	2047	1656	16.560000
NA	CESM2	ssp585	r10i1p1f1	2048	556	5.560000
NA	CESM2	ssp585	r10i1p1f1	2049	1081	10.810000
NA	CESM2	ssp585	r10i1p1f1	2050	739	7.390000
NA	CESM2	ssp585	r10i1p1f1	2051	1077	10.770000
NA	CESM2	ssp585	r10i1p1f1	2052	1684	16.840000
NA	CESM2	ssp585	r10i1p1f1	2053	852	8.520000
NA	CESM2	ssp585	r10i1p1f1	2054	1392	13.920000
NA	CESM2	ssp585	r10i1p1f1	2055	669	6.690000
NA	CESM2	ssp585	r10i1p1f1	2056	1195	11.950000
NA	CESM2	ssp585	r10i1p1f1	2057	1267	12.670000
NA	CESM2	ssp585	r10i1p1f1	2058	1023	10.230000
NA	CESM2	ssp585	r10i1p1f1	2059	1349	13.490000
NA	CESM2	ssp585	r10i1p1f1	2060	1171	11.710000
NA	CESM2	ssp585	r10i1p1f1	2061	878	8.780000
NA	CESM2	ssp585	r10i1p1f1	2062	759	7.590000
NA	CESM2	ssp585	r10i1p1f1	2063	687	6.870000
NA	CESM2	ssp585	r10i1p1f1	2064	1411	14.110000
NA	CESM2	ssp585	r10i1p1f1	2065	528	5.280000
NA	CESM2	ssp585	r10i1p1f1	2066	308	3.080000
NA	CESM2	ssp585	r10i1p1f1	2067	915	9.150000
NA	CESM2	ssp585	r10i1p1f1	2068	1018	10.180000
NA	CESM2	ssp585	r10i1p1f1	2069	1200	12.000000
NA	CESM2	ssp585	r10i1p1f1	2070	331	3.310000
NA	CESM2	ssp585	r10i1p1f1	2071	874	8.740000
NA	CESM2	ssp585	r10i1p1f1	2072	1079	10.790000
NA	CESM2	ssp585	r10i1p1f1	2073	980	9.800000
NA	CESM2	ssp585	r10i1p1f1	2074	627	6.270000
NA	CESM2	ssp585	r10i1p1f1	2075	905	9.050000
NA	CESM2	ssp585	r10i1p1f1	2076	739	7.390000
NA	CESM2	ssp585	r10i1p1f1	2077	541	5.410000
NA	CESM2	ssp585	r10i1p1f1	2078	974	9.740000
NA	CESM2	ssp585	r10i1p1f1	2079	1049	10.490000
NA	CESM2	ssp585	r10i1p1f1	2080	493	4.930000
NA	CESM2	ssp585	r10i1p1f1	2081	1138	11.380000
NA	CESM2	ssp585	r10i1p1f1	2082	803	8.030000
NA	CESM2	ssp585	r10i1p1f1	2083	1518	15.180000
NA	CESM2	ssp585	r10i1p1f1	2084	1392	13.920000
NA	CESM2	ssp585	r10i1p1f1	2085	1019	10.190000
NA	CESM2	ssp585	r10i1p1f1	2086	506	5.060000
NA	CESM2	ssp585	r10i1p1f1	2087	782	7.820000
NA	CESM2	ssp585	r10i1p1f1	2088	688	6.880000
NA	CESM2	ssp585	r10i1p1f1	2089	971	9.710000
NA	CESM2	ssp585	r10i1p1f1	2090	730	7.300000
NA	CESM2	ssp585	r10i1p1f1	2091	618	6.180000
NA	CESM2	ssp585	r10i1p1f1	2092	741	7.410000
NA	CESM2	ssp585	r10i1p1f1	2093	397	3.970000
NA	CESM2	ssp585	r10i1p1f1	2094	900	9.000000
NA	CESM2	ssp585	r10i1p1f1	2095	479	4.790000
NA	CESM2	ssp585	r10i1p1f1	2096	529	5.290000
NA	CESM2	ssp585	r10i1p1f1	2097	308	3.080000
NA	CESM2	ssp585	r10i1p1f1	2098	612	6.120000
NA	CESM2	ssp585	r10i1p1f1	2099	294	2.940000
NA	CNRM-CM6-1	historical	r1i1p1f2	1980	1215	12.150000
NA	CNRM-CM6-1	historical	r1i1p1f2	1981	1089	10.890000
NA	CNRM-CM6-1	historical	r1i1p1f2	1982	1300	13.000000
NA	CNRM-CM6-1	historical	r1i1p1f2	1983	1575	15.750000
NA	CNRM-CM6-1	historical	r1i1p1f2	1984	1894	18.940000
NA	CNRM-CM6-1	historical	r1i1p1f2	1985	1191	11.910000
NA	CNRM-CM6-1	historical	r1i1p1f2	1986	1736	17.360000
NA	CNRM-CM6-1	historical	r1i1p1f2	1987	1814	18.140000
NA	CNRM-CM6-1	historical	r1i1p1f2	1988	1485	14.850000
NA	CNRM-CM6-1	historical	r1i1p1f2	1989	1459	14.590000
NA	CNRM-CM6-1	historical	r1i1p1f2	1990	1853	18.530000
NA	CNRM-CM6-1	historical	r1i1p1f2	1991	2076	20.760000
NA	CNRM-CM6-1	historical	r1i1p1f2	1992	2107	21.070000
NA	CNRM-CM6-1	historical	r1i1p1f2	1993	1498	14.980000
NA	CNRM-CM6-1	historical	r1i1p1f2	1994	995	9.950000
NA	CNRM-CM6-1	historical	r1i1p1f2	1995	1673	16.730000
NA	CNRM-CM6-1	historical	r1i1p1f2	1996	1197	11.970000
NA	CNRM-CM6-1	historical	r1i1p1f2	1997	1945	19.450000
NA	CNRM-CM6-1	historical	r1i1p1f2	1998	2049	20.490000
NA	CNRM-CM6-1	historical	r1i1p1f2	1999	2006	20.060000
NA	CNRM-CM6-1	historical	r1i1p1f2	2000	1068	10.680000
NA	CNRM-CM6-1	historical	r1i1p1f2	2001	1708	17.080000
NA	CNRM-CM6-1	historical	r1i1p1f2	2002	1766	17.660000
NA	CNRM-CM6-1	historical	r1i1p1f2	2003	1856	18.560000
NA	CNRM-CM6-1	historical	r1i1p1f2	2004	1942	19.420000
NA	CNRM-CM6-1	historical	r1i1p1f2	2005	1440	14.400000
NA	CNRM-CM6-1	historical	r1i1p1f2	2006	1923	19.230000
NA	CNRM-CM6-1	historical	r1i1p1f2	2007	1412	14.120000
NA	CNRM-CM6-1	historical	r1i1p1f2	2008	886	8.860000
NA	CNRM-CM6-1	historical	r1i1p1f2	2009	1480	14.800000
NA	CNRM-CM6-1	historical	r1i1p1f2	2010	969	9.690000
NA	CNRM-CM6-1	historical	r1i1p1f2	2011	1588	15.880000
NA	CNRM-CM6-1	historical	r1i1p1f2	2012	2331	23.310000
NA	CNRM-CM6-1	historical	r1i1p1f2	2013	1989	19.890000
NA	CNRM-CM6-1	historical	r1i1p1f2	2014	985	9.850000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2015	1835	18.350000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2016	1781	17.810000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2017	1710	17.100000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2018	694	6.940000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2019	1308	13.080000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2020	1180	11.800000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2021	1697	16.970000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2022	2812	28.120000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2023	1852	18.520000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2024	1108	11.080000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2025	910	9.100000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2026	1016	10.160000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2027	1741	17.410000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2028	1649	16.490000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2029	1232	12.320000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2030	1038	10.380000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2031	1214	12.140000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2032	931	9.310000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2033	1832	18.320000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2034	1560	15.600000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2035	1593	15.930000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2036	1118	11.180000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2037	970	9.700000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2038	3142	31.420000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2039	1599	15.990000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2040	1771	17.710000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2041	1106	11.060000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2042	1241	12.410000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2043	827	8.270000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2044	1296	12.960000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2045	1520	15.200000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2046	1413	14.130000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2047	1467	14.670000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2048	1889	18.890000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2049	823	8.230000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2050	1924	19.240000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2051	1535	15.350000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2052	1937	19.370000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2053	1374	13.740000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2054	644	6.440000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2055	1518	15.180000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2056	1506	15.060000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2057	1532	15.320000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2058	1422	14.220000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2059	1863	18.630000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2060	1026	10.260000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2061	1464	14.640000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2062	2647	26.470000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2063	1753	17.530000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2064	1734	17.340000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2065	610	6.100000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2066	1283	12.830000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2067	924	9.240000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2068	1489	14.890000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2069	1294	12.940000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2070	395	3.950000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2071	1294	12.940000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2072	2044	20.440000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2073	1252	12.520000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2074	985	9.850000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2075	1152	11.520000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2076	1083	10.830000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2077	1085	10.850000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2078	1519	15.190000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2079	1393	13.930000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2080	862	8.620000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2081	1166	11.660000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2082	1249	12.490000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2083	1432	14.320000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2084	1270	12.700000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2085	877	8.770000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2086	923	9.230000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2087	1325	13.250000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2088	1807	18.070000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2089	579	5.790000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2090	1021	10.210000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2091	1215	12.150000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2092	1716	17.160000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2093	1012	10.120000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2094	2520	25.200000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2095	1197	11.970000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2096	773	7.730000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2097	1728	17.280000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2098	809	8.090000
NA	CNRM-CM6-1	ssp245	r1i1p1f2	2099	1380	13.800000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2015	1285	12.850000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2016	1621	16.210000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2017	1219	12.190000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2018	1795	17.950000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2019	1847	18.470000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2020	1852	18.520000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2021	907	9.070000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2022	1570	15.700000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2023	1514	15.140000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2024	1647	16.470000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2025	1823	18.230000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2026	1748	17.480000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2027	1986	19.860000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2028	1111	11.110000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2029	434	4.340000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2030	1375	13.750000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2031	1269	12.690000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2032	983	9.830000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2033	1956	19.560000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2034	2423	24.230000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2035	1421	14.210000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2036	1512	15.120000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2037	1461	14.610000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2038	1113	11.130000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2039	467	4.670000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2040	1716	17.160000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2041	2077	20.770000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2042	905	9.050000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2043	1526	15.260000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2044	1554	15.540000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2045	383	3.830000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2046	1701	17.010000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2047	1673	16.730000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2048	1710	17.100000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2049	1814	18.140000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2050	1164	11.640000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2051	678	6.780000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2052	1123	11.230000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2053	685	6.850000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2054	1528	15.280000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2055	1901	19.010000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2056	1113	11.130000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2057	2029	20.290000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2058	1459	14.590000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2059	1206	12.060000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2060	821	8.210000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2061	1252	12.520000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2062	809	8.090000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2063	2036	20.360000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2064	1231	12.310000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2065	1565	15.650000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2066	1945	19.450000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2067	896	8.960000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2068	1255	12.550000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2069	1655	16.550000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2070	1732	17.320000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2071	1616	16.160000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2072	1638	16.380000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2073	1324	13.240000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2074	1376	13.760000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2075	671	6.710000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2076	1029	10.290000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2077	1283	12.830000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2078	936	9.360000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2079	2185	21.850000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2080	975	9.750000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2081	1616	16.160000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2082	1399	13.990000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2083	1018	10.180000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2084	948	9.480000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2085	788	7.880000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2086	888	8.880000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2087	1207	12.070000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2088	898	8.980000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2089	811	8.110000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2090	1326	13.260000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2091	1113	11.130000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2092	1004	10.040000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2093	698	6.980000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2094	829	8.290000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2095	1002	10.020000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2096	940	9.400000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2097	1044	10.440000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2098	1139	11.390000
NA	CNRM-CM6-1	ssp585	r1i1p1f2	2099	903	9.030000
NA	CanESM5	historical	r1i1p1f1	1980	775	7.750000
NA	CanESM5	historical	r1i1p1f1	1981	733	7.330000
NA	CanESM5	historical	r1i1p1f1	1982	1126	11.260000
NA	CanESM5	historical	r1i1p1f1	1983	946	9.460000
NA	CanESM5	historical	r1i1p1f1	1984	290	2.900000
NA	CanESM5	historical	r1i1p1f1	1985	563	5.630000
NA	CanESM5	historical	r1i1p1f1	1986	582	5.820000
NA	CanESM5	historical	r1i1p1f1	1987	282	2.820000
NA	CanESM5	historical	r1i1p1f1	1988	640	6.400000
NA	CanESM5	historical	r1i1p1f1	1989	660	6.600000
NA	CanESM5	historical	r1i1p1f1	1990	919	9.190000
NA	CanESM5	historical	r1i1p1f1	1991	913	9.130000
NA	CanESM5	historical	r1i1p1f1	1992	638	6.380000
NA	CanESM5	historical	r1i1p1f1	1993	600	6.000000
NA	CanESM5	historical	r1i1p1f1	1994	832	8.320000
NA	CanESM5	historical	r1i1p1f1	1995	705	7.050000
NA	CanESM5	historical	r1i1p1f1	1996	1117	11.170000
NA	CanESM5	historical	r1i1p1f1	1997	363	3.630000
NA	CanESM5	historical	r1i1p1f1	1998	478	4.780000
NA	CanESM5	historical	r1i1p1f1	1999	1564	15.640000
NA	CanESM5	historical	r1i1p1f1	2000	943	9.430000
NA	CanESM5	historical	r1i1p1f1	2001	724	7.240000
NA	CanESM5	historical	r1i1p1f1	2002	183	1.830000
NA	CanESM5	historical	r1i1p1f1	2003	798	7.980000
NA	CanESM5	historical	r1i1p1f1	2004	492	4.920000
NA	CanESM5	historical	r1i1p1f1	2005	609	6.090000
NA	CanESM5	historical	r1i1p1f1	2006	804	8.040000
NA	CanESM5	historical	r1i1p1f1	2007	798	7.980000
NA	CanESM5	historical	r1i1p1f1	2008	603	6.030000
NA	CanESM5	historical	r1i1p1f1	2009	482	4.820000
NA	CanESM5	historical	r1i1p1f1	2010	507	5.070000
NA	CanESM5	historical	r1i1p1f1	2011	199	1.990000
NA	CanESM5	historical	r1i1p1f1	2012	614	6.140000
NA	CanESM5	historical	r1i1p1f1	2013	936	9.360000
NA	CanESM5	historical	r1i1p1f1	2014	217	2.170000
NA	CanESM5	ssp245	r1i1p1f1	2015	821	8.210000
NA	CanESM5	ssp245	r1i1p1f1	2016	633	6.330000
NA	CanESM5	ssp245	r1i1p1f1	2017	495	4.950000
NA	CanESM5	ssp245	r1i1p1f1	2018	835	8.350000
NA	CanESM5	ssp245	r1i1p1f1	2019	208	2.080000
NA	CanESM5	ssp245	r1i1p1f1	2020	816	8.160000
NA	CanESM5	ssp245	r1i1p1f1	2021	664	6.640000
NA	CanESM5	ssp245	r1i1p1f1	2022	1046	10.460000
NA	CanESM5	ssp245	r1i1p1f1	2023	1053	10.530000
NA	CanESM5	ssp245	r1i1p1f1	2024	586	5.860000
NA	CanESM5	ssp245	r1i1p1f1	2025	713	7.130000
NA	CanESM5	ssp245	r1i1p1f1	2026	1028	10.280000
NA	CanESM5	ssp245	r1i1p1f1	2027	719	7.190000
NA	CanESM5	ssp245	r1i1p1f1	2028	1305	13.050000
NA	CanESM5	ssp245	r1i1p1f1	2029	912	9.120000
NA	CanESM5	ssp245	r1i1p1f1	2030	1529	15.290000
NA	CanESM5	ssp245	r1i1p1f1	2031	924	9.240000
NA	CanESM5	ssp245	r1i1p1f1	2032	543	5.430000
NA	CanESM5	ssp245	r1i1p1f1	2033	924	9.240000
NA	CanESM5	ssp245	r1i1p1f1	2034	845	8.450000
NA	CanESM5	ssp245	r1i1p1f1	2035	917	9.170000
NA	CanESM5	ssp245	r1i1p1f1	2036	697	6.970000
NA	CanESM5	ssp245	r1i1p1f1	2037	414	4.140000
NA	CanESM5	ssp245	r1i1p1f1	2038	820	8.200000
NA	CanESM5	ssp245	r1i1p1f1	2039	912	9.120000
NA	CanESM5	ssp245	r1i1p1f1	2040	227	2.270000
NA	CanESM5	ssp245	r1i1p1f1	2041	913	9.130000
NA	CanESM5	ssp245	r1i1p1f1	2042	700	7.000000
NA	CanESM5	ssp245	r1i1p1f1	2043	998	9.980000
NA	CanESM5	ssp245	r1i1p1f1	2044	477	4.770000
NA	CanESM5	ssp245	r1i1p1f1	2045	386	3.860000
NA	CanESM5	ssp245	r1i1p1f1	2046	476	4.760000
NA	CanESM5	ssp245	r1i1p1f1	2047	893	8.930000
NA	CanESM5	ssp245	r1i1p1f1	2048	1515	15.150000
NA	CanESM5	ssp245	r1i1p1f1	2049	883	8.830000
NA	CanESM5	ssp245	r1i1p1f1	2050	895	8.950000
NA	CanESM5	ssp245	r1i1p1f1	2051	691	6.910000
NA	CanESM5	ssp245	r1i1p1f1	2052	738	7.380000
NA	CanESM5	ssp245	r1i1p1f1	2053	498	4.980000
NA	CanESM5	ssp245	r1i1p1f1	2054	674	6.740000
NA	CanESM5	ssp245	r1i1p1f1	2055	799	7.990000
NA	CanESM5	ssp245	r1i1p1f1	2056	591	5.910000
NA	CanESM5	ssp245	r1i1p1f1	2057	615	6.150000
NA	CanESM5	ssp245	r1i1p1f1	2058	398	3.980000
NA	CanESM5	ssp245	r1i1p1f1	2059	633	6.330000
NA	CanESM5	ssp245	r1i1p1f1	2060	190	1.900000
NA	CanESM5	ssp245	r1i1p1f1	2061	764	7.640000
