basin	model	experiment	variant	year	total_tc	rate_per_year_per_realization
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2036	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2037	100	1.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2038	93	0.930000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2039	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2040	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2041	90	0.900000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2042	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2043	207	2.070000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2044	183	1.830000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2045	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2046	221	2.210000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2047	101	1.010000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2048	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2049	99	0.990000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2050	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2051	179	1.790000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2052	208	2.080000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2053	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2054	434	4.340000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2055	197	1.970000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2056	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2057	91	0.910000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2058	202	2.020000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2059	79	0.790000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2060	177	1.770000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2061	111	1.110000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2062	190	1.900000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2063	88	0.880000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2064	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2065	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2066	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2067	195	1.950000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2068	97	0.970000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2069	99	0.990000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2070	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2071	114	1.140000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2072	97	0.970000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2073	215	2.150000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2074	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2075	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2076	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2077	95	0.950000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2078	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2079	90	0.900000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2080	205	2.050000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2081	91	0.910000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2082	91	0.910000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2083	92	0.920000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2084	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2085	212	2.120000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2086	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2087	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2088	217	2.170000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2089	95	0.950000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2090	415	4.150000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2091	110	1.100000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2092	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2093	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2094	108	1.080000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2095	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2096	107	1.070000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2097	0	0.000000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2098	174	1.740000
AS	AWI-CM-1-1-MR	ssp585	r1i1p1f1	2099	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1980	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1981	80	0.800000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1982	89	0.890000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1983	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1984	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1985	274	2.740000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1986	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1987	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1988	100	1.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1989	85	0.850000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1990	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1991	184	1.840000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1992	73	0.730000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1993	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1994	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1995	223	2.230000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1996	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1997	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1998	186	1.860000
AS	BCC-CSM2-MR	historical	r1i1p1f1	1999	118	1.180000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2000	101	1.010000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2001	304	3.040000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2002	90	0.900000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2003	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2004	103	1.030000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2005	91	0.910000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2006	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2007	275	2.750000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2008	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2009	201	2.010000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2010	312	3.120000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2011	225	2.250000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2012	0	0.000000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2013	108	1.080000
AS	BCC-CSM2-MR	historical	r1i1p1f1	2014	278	2.780000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2015	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2016	111	1.110000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2017	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2018	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2019	98	0.980000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2020	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2021	101	1.010000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2022	205	2.050000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2023	99	0.990000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2024	209	2.090000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2025	91	0.910000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2026	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2027	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2028	196	1.960000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2029	95	0.950000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2030	97	0.970000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2031	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2032	86	0.860000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2033	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2034	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2035	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2036	190	1.900000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2037	110	1.100000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2038	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2039	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2040	113	1.130000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2041	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2042	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2043	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2044	120	1.200000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2045	304	3.040000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2046	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2047	100	1.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2048	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2049	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2050	485	4.850000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2051	169	1.690000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2052	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2053	284	2.840000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2054	82	0.820000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2055	88	0.880000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2056	100	1.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2057	311	3.110000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2058	99	0.990000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2059	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2060	218	2.180000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2061	97	0.970000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2062	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2063	85	0.850000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2064	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2065	106	1.060000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2066	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2067	311	3.110000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2068	96	0.960000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2069	195	1.950000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2070	104	1.040000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2071	198	1.980000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2072	208	2.080000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2073	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2074	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2075	106	1.060000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2076	99	0.990000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2077	327	3.270000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2078	93	0.930000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2079	107	1.070000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2080	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2081	100	1.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2082	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2083	205	2.050000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2084	114	1.140000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2085	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2086	302	3.020000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2087	92	0.920000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2088	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2089	102	1.020000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2090	166	1.660000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2091	191	1.910000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2092	186	1.860000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2093	88	0.880000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2094	110	1.100000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2095	115	1.150000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2096	103	1.030000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2097	0	0.000000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2098	103	1.030000
AS	BCC-CSM2-MR	ssp245	r1i1p1f1	2099	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2015	92	0.920000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2016	110	1.100000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2017	98	0.980000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2018	295	2.950000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2019	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2020	100	1.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2021	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2022	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2023	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2024	107	1.070000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2025	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2026	320	3.200000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2027	314	3.140000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2028	195	1.950000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2029	97	0.970000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2030	296	2.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2031	106	1.060000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2032	96	0.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2033	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2034	396	3.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2035	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2036	113	1.130000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2037	302	3.020000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2038	96	0.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2039	102	1.020000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2040	325	3.250000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2041	199	1.990000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2042	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2043	119	1.190000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2044	285	2.850000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2045	190	1.900000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2046	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2047	110	1.100000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2048	114	1.140000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2049	98	0.980000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2050	206	2.060000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2051	101	1.010000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2052	526	5.260000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2053	95	0.950000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2054	496	4.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2055	192	1.920000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2056	100	1.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2057	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2058	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2059	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2060	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2061	299	2.990000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2062	83	0.830000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2063	122	1.220000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2064	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2065	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2066	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2067	216	2.160000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2068	182	1.820000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2069	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2070	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2071	95	0.950000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2072	202	2.020000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2073	201	2.010000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2074	96	0.960000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2075	94	0.940000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2076	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2077	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2078	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2079	89	0.890000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2080	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2081	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2082	91	0.910000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2083	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2084	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2085	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2086	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2087	80	0.800000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2088	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2089	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2090	87	0.870000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2091	108	1.080000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2092	176	1.760000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2093	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2094	324	3.240000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2095	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2096	298	2.980000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2097	278	2.780000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2098	0	0.000000
AS	BCC-CSM2-MR	ssp585	r1i1p1f1	2099	91	0.910000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1980	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1981	102	1.020000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1982	278	2.780000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1983	85	0.850000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1984	181	1.810000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1985	106	1.060000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1986	108	1.080000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1987	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1988	89	0.890000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1989	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1990	82	0.820000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1991	109	1.090000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1992	103	1.030000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1993	192	1.920000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1994	394	3.940000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1995	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1996	496	4.960000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1997	123	1.230000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1998	312	3.120000
AS	CAMS-CSM1-0	historical	r1i1p1f1	1999	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2000	286	2.860000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2001	300	3.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2002	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2003	84	0.840000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2004	98	0.980000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2005	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2006	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2007	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2008	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2009	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2010	0	0.000000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2011	173	1.730000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2012	107	1.070000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2013	204	2.040000
AS	CAMS-CSM1-0	historical	r1i1p1f1	2014	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2015	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2016	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2017	199	1.990000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2018	110	1.100000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2019	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2020	194	1.940000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2021	96	0.960000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2022	209	2.090000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2023	78	0.780000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2024	96	0.960000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2025	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2026	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2027	99	0.990000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2028	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2029	113	1.130000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2030	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2031	102	1.020000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2032	104	1.040000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2033	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2034	97	0.970000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2035	109	1.090000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2036	200	2.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2037	279	2.790000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2038	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2039	117	1.170000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2040	209	2.090000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2041	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2042	210	2.100000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2043	87	0.870000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2044	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2045	215	2.150000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2046	286	2.860000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2047	100	1.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2048	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2049	105	1.050000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2050	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2051	186	1.860000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2052	179	1.790000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2053	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2054	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2055	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2056	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2057	83	0.830000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2058	405	4.050000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2059	110	1.100000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2060	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2061	102	1.020000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2062	270	2.700000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2063	102	1.020000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2064	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2065	0	0.000000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2066	86	0.860000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2067	99	0.990000
AS	CAMS-CSM1-0	ssp245	r1i1p1f1	2068	0	0.000000
